property_type,rooms,parking,bathroom,size,region,monthly_rent(RM),Gymnasium,Lift,Minimart,Sauna,Security,Swimming Pool
Condominium,3.0,1,2,850.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Condominium,3.0,1,2,861.0,Kuala Lumpur,1500.0,0,0,0,0,0,1
Apartment,4.0,1,3,1400.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Condominium,3.0,2,2,1062.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Service Residence,3.0,1,2,978.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Service Residence,3.0,2,2,924.0,Kuala Lumpur,2700.0,0,0,0,0,0,0
Others,3.0,1,2,1500.0,Kuala Lumpur,4000.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1450.0,0,0,0,0,0,0
Service Residence,2.0,1,2,775.0,Kuala Lumpur,4000.0,0,0,0,0,0,0
Service Residence,4.0,1,2,940.0,Kuala Lumpur,2300.0,0,0,0,0,0,0
Service Residence,3.0,1,2,1000.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Service Residence,4.0,1,3,1498.0,Kuala Lumpur,4500.0,1,0,0,0,0,0
Condominium,3.0,1,2,1040.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Apartment,3.0,1,2,805.0,Kuala Lumpur,1300.0,0,0,0,0,1,0
Service Residence,2.0,1,2,650.0,Kuala Lumpur,1300.0,0,0,0,0,1,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Condominium,3.0,2,2,1045.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Apartment,3.0,1,2,1000.0,Kuala Lumpur,1400.0,0,1,0,0,0,0
Condominium,4.0,1,2,1000.0,Kuala Lumpur,3000.0,0,0,0,0,0,0
Condominium,4.0,2,3,1660.0,Kuala Lumpur,3000.0,0,0,0,0,0,0
Apartment,3.0,1,2,888.0,Kuala Lumpur,900.0,0,1,0,0,0,0
Condominium,3.0,2,2,1062.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Service Residence,3.0,1,2,819.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Condominium,3.0,1,2,1000.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Condominium,2.0,1,2,962.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Flat,2.0,1,1,553.0,Kuala Lumpur,800.0,0,0,0,0,0,0
Condominium,3.0,2,2,1062.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Service Residence,4.0,2,3,1184.0,Kuala Lumpur,4800.0,0,0,0,0,0,1
Service Residence,2.0,2,2,794.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Condominium,3.0,1,2,1040.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Condominium,3.0,1,2,1062.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Apartment,2.0,1,2,866.0,Kuala Lumpur,2100.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1900.0,0,0,0,0,0,0
Service Residence,3.0,1,2,950.0,Kuala Lumpur,1350.0,0,0,0,0,0,0
Condominium,3.0,1,2,922.0,Kuala Lumpur,1203.0,0,0,0,0,0,0
Service Residence,2.0,1,1,660.0,Kuala Lumpur,1700.0,0,0,0,0,0,0
Condominium,4.0,2,4,3218.0,Kuala Lumpur,15000.0,0,0,0,0,0,0
Condominium,3.0,1,2,1100.0,Kuala Lumpur,1500.0,0,0,1,0,0,0
Condominium,3.0,1,2,940.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Condominium,4.0,1,2,1146.0,Kuala Lumpur,1450.0,0,0,0,0,0,0
Service Residence,1.0,1,2,800.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Condominium,3.0,1,2,800.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Service Residence,2.0,1,2,650.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Service Residence,3.0,1,2,819.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Condominium,3.0,2,2,1443.0,Kuala Lumpur,2999.0,0,0,0,0,0,0
Apartment,3.0,1,2,1016.0,Kuala Lumpur,1700.0,0,0,0,0,1,0
Apartment,3.0,2,2,800.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Condominium,4.0,2,2,1184.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Condominium,3.0,1,2,839.0,Kuala Lumpur,2100.0,0,0,0,0,0,0
Condominium,2.0,1,2,855.0,Kuala Lumpur,1800.0,0,0,1,0,0,0
Condominium,3.0,1,2,1040.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Condominium,3.0,1,2,900.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Condominium,3.0,2,2,926.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Condominium,3.0,2,2,850.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Service Residence,3.0,1,2,819.0,Kuala Lumpur,1400.0,0,0,0,0,0,1
Apartment,3.0,1,2,992.0,Kuala Lumpur,1000.0,1,0,0,0,0,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Condominium,3.0,1,2,850.0,Kuala Lumpur,1799.0,0,1,0,0,0,0
Condominium,3.0,1,2,755.0,Kuala Lumpur,900.0,0,0,0,0,0,0
Condominium,3.0,2,2,908.0,Kuala Lumpur,1350.0,1,0,0,0,0,0
Condominium,3.0,1,2,1100.0,Kuala Lumpur,2400.0,0,0,0,0,0,0
Flat,3.0,1,1,650.0,Kuala Lumpur,900.0,0,1,0,0,0,0
Apartment,3.0,1,2,870.0,Kuala Lumpur,1300.0,0,0,1,0,0,0
Apartment,3.0,2,2,800.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Service Residence,3.0,1,2,950.0,Kuala Lumpur,1000.0,0,0,1,0,0,0
Apartment,3.0,1,2,650.0,Kuala Lumpur,650.0,0,0,0,0,0,0
Apartment,3.0,1,2,870.0,Kuala Lumpur,1000.0,0,0,1,0,0,0
Condominium,3.0,1,2,938.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Condominium,2.0,1,1,590.0,Kuala Lumpur,602.0,0,0,0,0,0,0
Condominium,2.0,1,1,590.0,Kuala Lumpur,603.0,0,0,0,0,0,0
Service Residence,2.0,1,2,650.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Apartment,2.0,1,1,726.0,Kuala Lumpur,950.0,0,0,1,0,0,0
Condominium,3.0,1,2,850.0,Kuala Lumpur,1400.0,0,0,0,0,0,1
Condominium,3.0,1,2,956.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Service Residence,3.0,1,2,890.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Condominium,3.0,1,2,800.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Condominium,1.0,1,1,618.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Condominium,3.0,1,2,1142.0,Kuala Lumpur,1850.0,0,0,0,0,1,0
Condominium,1.0,1,1,563.0,Kuala Lumpur,1650.0,0,0,0,0,0,1
Service Residence,3.0,2,2,883.0,Kuala Lumpur,2000.0,0,0,0,0,1,0
Apartment,3.0,1,2,795.0,Kuala Lumpur,700.0,0,0,0,0,0,0
Condominium,3.0,2,2,850.0,Kuala Lumpur,1700.0,0,0,0,0,0,0
Condominium,3.0,1,2,825.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Condominium,3.0,1,2,1422.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Condominium,3.0,1,2,1260.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Service Residence,2.0,1,2,747.0,Kuala Lumpur,2300.0,0,0,0,0,0,0
Condominium,4.0,2,2,1219.0,Kuala Lumpur,2600.0,0,0,0,0,0,0
Service Residence,2.0,1,2,747.0,Kuala Lumpur,2300.0,0,0,0,0,0,0
Apartment,3.0,1,2,1005.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Condominium,4.0,1,2,1037.0,Kuala Lumpur,1550.0,0,0,0,0,0,0
Condominium,4.0,2,2,1184.0,Kuala Lumpur,2300.0,0,0,0,0,0,0
Service Residence,2.0,2,2,836.0,Kuala Lumpur,2000.0,0,0,0,0,1,0
Condominium,2.0,1,2,850.0,Kuala Lumpur,1500.0,0,0,0,0,1,0
Service Residence,2.0,1,2,839.0,Kuala Lumpur,2700.0,0,0,0,0,0,0
Condominium,3.0,2,2,950.0,Kuala Lumpur,1800.0,0,0,0,0,1,0
Service Residence,3.0,1,2,950.0,Kuala Lumpur,1250.0,0,0,0,0,1,0
Flat,3.0,1,2,646.0,Kuala Lumpur,650.0,0,0,0,0,0,0
Condominium,3.0,2,2,926.0,Kuala Lumpur,1800.0,0,0,0,1,0,0
Apartment,2.0,1,2,845.0,Kuala Lumpur,2200.0,1,0,0,0,0,0
Apartment,3.0,1,2,1221.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Condominium,3.0,1,3,1250.0,Kuala Lumpur,1700.0,0,0,0,0,0,0
Service Residence,3.0,1,2,820.0,Kuala Lumpur,1100.0,1,0,0,0,0,0
Service Residence,3.0,1,2,820.0,Kuala Lumpur,1100.0,1,0,0,0,0,0
Apartment,2.0,2,2,1052.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Condominium,4.0,1,4,2500.0,Kuala Lumpur,2900.0,0,0,0,0,0,0
Condominium,2.0,1,2,1100.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Condominium,2.0,1,2,900.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Condominium,3.0,2,2,926.0,Kuala Lumpur,1600.0,0,0,0,0,1,0
Service Residence,3.0,2,2,1100.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Flat,3.0,1,2,700.0,Kuala Lumpur,850.0,0,0,0,0,0,0
Condominium,3.0,1,2,900.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Flat,2.0,1,1,549.0,Kuala Lumpur,850.0,0,0,0,0,0,0
Condominium,3.0,1,2,962.0,Kuala Lumpur,1100.0,0,0,0,0,0,0
Condominium,3.0,1,2,965.0,Kuala Lumpur,1150.0,0,0,0,0,0,0
Condominium,3.0,1,2,962.0,Kuala Lumpur,1100.0,0,0,0,0,0,0
Service Residence,3.0,2,2,1100.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Condominium,3.0,1,2,920.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Condominium,3.0,1,2,1040.0,Kuala Lumpur,1500.0,0,0,1,0,0,0
Service Residence,1.0,1,1,500.0,Kuala Lumpur,1250.0,0,0,0,0,0,0
Service Residence,1.0,1,1,640.0,Kuala Lumpur,1500.0,0,0,0,0,1,0
Service Residence,3.0,1,2,850.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Condominium,3.0,1,2,1049.0,Kuala Lumpur,1400.0,0,0,1,0,0,0
Condominium,4.0,1,2,918.0,Kuala Lumpur,1500.0,0,0,0,0,0,1
Service Residence,3.0,1,2,850.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Service Residence,3.0,1,2,850.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Apartment,3.0,1,2,650.0,Kuala Lumpur,650.0,0,0,0,0,0,0
Condominium,2.0,1,1,737.0,Kuala Lumpur,1800.0,0,0,0,0,1,0
Apartment,3.0,2,3,1073.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,900.0,0,0,0,0,0,0
Service Residence,3.0,2,2,940.0,Kuala Lumpur,2900.0,0,0,0,0,0,0
Service Residence,2.0,1,1,697.0,Kuala Lumpur,2000.0,0,0,0,0,0,1
Condominium,3.0,2,2,1065.0,Kuala Lumpur,2400.0,0,0,0,0,1,0
Apartment,3.0,1,2,890.0,Kuala Lumpur,1200.0,0,0,0,0,1,0
Apartment,3.0,1,2,900.0,Kuala Lumpur,900.0,0,0,0,0,0,0
Service Residence,2.0,2,1,730.0,Kuala Lumpur,1350.0,0,0,0,0,0,0
Condominium,2.0,2,2,895.0,Kuala Lumpur,3200.0,0,0,0,0,0,0
Condominium,3.0,2,2,1389.0,Kuala Lumpur,3500.0,0,0,0,0,0,0
Condominium,3.0,2,2,1050.0,Kuala Lumpur,2300.0,0,0,0,0,1,0
Condominium,4.0,1,2,1275.0,Kuala Lumpur,1650.0,0,0,0,0,0,0
Apartment,3.0,1,3,1280.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Apartment,3.0,1,2,805.0,Kuala Lumpur,1100.0,1,0,0,0,0,0
Condominium,4.0,2,3,1300.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Condominium,4.0,2,3,2100.0,Kuala Lumpur,4300.0,0,0,0,0,0,1
Service Residence,3.0,1,2,1300.0,Kuala Lumpur,3000.0,0,0,0,0,0,0
Condominium,2.0,1,2,960.0,Kuala Lumpur,2100.0,0,0,0,0,0,0
Condominium,3.0,1,2,1100.0,Kuala Lumpur,1800.0,0,0,1,0,0,0
Condominium,3.0,1,2,960.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Condominium,3.0,1,2,1049.0,Kuala Lumpur,1400.0,0,0,0,0,1,0
Condominium,3.0,2,5,2197.0,Kuala Lumpur,16800.0,0,0,0,0,0,0
Condominium,3.0,2,2,1372.0,Kuala Lumpur,2700.0,0,0,0,0,0,0
Service Residence,3.0,1,2,819.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Flat,2.0,1,1,550.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Service Residence,3.0,1,2,950.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Condominium,3.0,1,2,1202.0,Kuala Lumpur,1900.0,0,0,0,0,0,0
Apartment,3.0,1,2,995.0,Kuala Lumpur,1199.0,0,0,0,0,0,0
Service Residence,3.0,1,2,801.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Condominium,1.0,1,1,350.0,Kuala Lumpur,1200.0,0,0,0,0,0,1
Service Residence,3.0,1,2,926.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Apartment,3.0,1,2,1000.0,Kuala Lumpur,1400.0,0,0,0,0,0,1
Apartment,3.0,1,2,850.0,Kuala Lumpur,1600.0,0,0,0,0,1,0
Condominium,3.0,2,2,1100.0,Kuala Lumpur,1700.0,0,0,0,0,0,0
Condominium,3.0,2,2,850.0,Kuala Lumpur,1399.0,0,0,0,0,0,0
Apartment,3.0,1,2,650.0,Kuala Lumpur,750.0,0,0,0,0,0,0
Condominium,3.0,1,2,1040.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Apartment,2.0,1,1,650.0,Kuala Lumpur,950.0,0,1,0,0,0,0
Apartment,3.0,1,2,948.0,Kuala Lumpur,1000.0,0,0,1,0,0,0
Service Residence,3.0,2,2,920.0,Kuala Lumpur,2400.0,1,0,0,0,0,0
Condominium,2.0,1,2,1050.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Condominium,2.0,1,2,797.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Condominium,2.0,1,2,817.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Apartment,3.0,1,2,980.0,Kuala Lumpur,1500.0,0,0,0,0,0,1
Condominium,4.0,2,2,1200.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Condominium,3.0,1,2,860.0,Kuala Lumpur,1899.0,0,0,0,0,0,0
Condominium,2.0,1,2,850.0,Kuala Lumpur,1799.0,0,0,0,0,1,0
Service Residence,1.0,1,1,499.0,Kuala Lumpur,1800.0,0,0,0,0,1,0
Apartment,3.0,2,1,650.0,Kuala Lumpur,750.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Condominium,2.0,2,1,640.0,Kuala Lumpur,1799.0,0,0,0,0,1,0
Condominium,3.0,1,2,1000.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Condominium,2.0,2,2,893.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Condominium,1.0,1,1,560.0,Kuala Lumpur,900.0,0,0,0,0,0,0
Condominium,4.0,2,2,1030.0,Kuala Lumpur,3000.0,0,0,0,0,1,0
Service Residence,1.0,1,1,563.0,Kuala Lumpur,1600.0,0,0,0,0,0,1
Condominium,4.0,2,3,1600.0,Kuala Lumpur,1850.0,1,0,0,0,0,0
Condominium,3.0,2,2,1226.0,Kuala Lumpur,2300.0,0,0,0,0,1,0
Condominium,1.0,1,1,660.0,Kuala Lumpur,800.0,0,0,0,0,0,1
Apartment,3.0,1,1,616.0,Kuala Lumpur,1100.0,0,0,0,0,1,0
Apartment,3.0,1,1,700.0,Kuala Lumpur,800.0,0,1,0,0,0,0
Service Residence,2.0,1,1,648.0,Kuala Lumpur,2250.0,0,0,0,0,0,0
Condominium,3.0,1,2,995.0,Kuala Lumpur,1200.0,0,0,0,0,1,0
Service Residence,4.0,1,2,916.0,Kuala Lumpur,1100.0,0,0,0,0,0,1
Condominium,3.0,1,2,800.0,Kuala Lumpur,1300.0,0,0,1,0,0,0
Apartment,3.0,1,2,1000.0,Kuala Lumpur,1700.0,0,0,0,0,0,0
Apartment,3.0,1,2,650.0,Kuala Lumpur,850.0,0,0,0,0,0,0
Service Residence,1.0,1,1,751.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Service Residence,2.0,2,2,903.0,Kuala Lumpur,1900.0,0,0,0,0,0,0
Condominium,3.0,1,2,1000.0,Kuala Lumpur,1400.0,0,0,0,0,1,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Condominium,3.0,1,2,950.0,Kuala Lumpur,1700.0,0,0,0,0,0,0
Condominium,3.0,1,2,1000.0,Kuala Lumpur,1700.0,0,0,0,0,0,0
Condominium,3.0,1,2,911.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Service Residence,1.0,1,1,520.0,Kuala Lumpur,1500.0,0,0,0,1,0,0
Service Residence,2.0,1,2,900.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Condominium,4.0,2,3,1316.0,Kuala Lumpur,2300.0,0,0,1,0,0,0
Apartment,3.0,1,2,1224.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Apartment,3.0,1,2,1000.0,Kuala Lumpur,1100.0,0,0,0,0,0,0
Condominium,2.0,1,2,840.0,Kuala Lumpur,1799.0,0,0,0,0,0,1
Apartment,2.0,1,2,650.0,Kuala Lumpur,900.0,0,0,1,0,0,0
Condominium,3.0,2,2,1012.0,Kuala Lumpur,2200.0,0,0,0,0,0,0
Condominium,3.0,1,2,1000.0,Kuala Lumpur,1000.0,0,1,0,0,0,0
Condominium,3.0,1,2,850.0,Kuala Lumpur,2500.0,0,1,0,0,0,0
Condominium,4.0,1,2,1100.0,Kuala Lumpur,1600.0,0,0,0,0,1,0
Apartment,3.0,1,2,980.0,Kuala Lumpur,1400.0,0,0,0,0,1,0
Condominium,1.0,1,1,530.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Apartment,3.0,1,2,650.0,Kuala Lumpur,850.0,0,0,0,0,0,0
Apartment,2.0,1,1,550.0,Kuala Lumpur,750.0,0,0,0,0,0,0
Condominium,4.0,2,2,1184.0,Kuala Lumpur,1450.0,0,0,0,0,0,0
Flat,3.0,1,2,650.0,Kuala Lumpur,1100.0,0,0,0,0,0,0
Service Residence,3.0,2,3,1106.0,Kuala Lumpur,2200.0,0,0,0,0,0,0
Condominium,3.0,1,2,1025.0,Kuala Lumpur,2000.0,1,0,0,0,0,0
Apartment,3.0,1,2,650.0,Kuala Lumpur,850.0,0,0,0,0,0,0
Condominium,3.0,1,2,920.0,Kuala Lumpur,1350.0,0,0,0,0,1,0
Service Residence,2.0,1,2,900.0,Kuala Lumpur,1450.0,0,0,0,0,0,0
Condominium,4.0,2,2,1065.0,Kuala Lumpur,1800.0,0,0,0,0,0,1
Condominium,3.0,1,2,900.0,Kuala Lumpur,1850.0,0,0,0,0,0,1
Condominium,4.0,2,2,1184.0,Kuala Lumpur,2499.0,0,0,0,0,0,0
Apartment,4.0,2,2,850.0,Kuala Lumpur,2000.0,0,0,1,0,0,0
Apartment,3.0,1,2,797.0,Kuala Lumpur,1150.0,0,0,0,0,0,0
Apartment,3.0,1,2,978.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Apartment,3.0,1,2,810.0,Kuala Lumpur,1550.0,0,0,0,0,1,0
Condominium,3.0,1,2,839.0,Kuala Lumpur,1900.0,0,0,0,0,0,1
Apartment,3.0,1,2,800.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Service Residence,3.0,2,2,1087.0,Kuala Lumpur,2200.0,0,0,0,0,0,0
Condominium,3.0,1,2,1148.0,Kuala Lumpur,2550.0,0,0,0,0,0,0
Flat,3.0,1,2,650.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Condominium,3.0,1,2,867.0,Kuala Lumpur,1350.0,0,0,0,0,1,0
Condominium,3.0,1,2,910.0,Kuala Lumpur,700.0,0,0,0,0,0,0
Condominium,3.0,1,2,1005.0,Kuala Lumpur,2500.0,0,0,0,1,0,0
Condominium,3.0,2,2,900.0,Kuala Lumpur,1200.0,0,0,0,0,0,1
Condominium,3.0,1,2,750.0,Kuala Lumpur,1350.0,0,0,0,0,0,0
Apartment,2.0,1,2,650.0,Kuala Lumpur,1200.0,0,0,0,0,0,1
Condominium,3.0,1,2,1000.0,Kuala Lumpur,1999.0,0,0,0,0,0,1
Service Residence,3.0,2,2,1786.0,Kuala Lumpur,9500.0,0,1,0,0,0,0
Service Residence,2.0,2,2,1025.0,Kuala Lumpur,2200.0,0,0,0,0,0,0
Apartment,3.0,2,2,800.0,Kuala Lumpur,1150.0,0,0,0,0,0,0
Service Residence,3.0,2,2,931.0,Kuala Lumpur,2900.0,0,0,0,0,0,0
Condominium,3.0,2,2,850.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Flat,2.0,1,1,665.0,Kuala Lumpur,700.0,0,0,0,0,0,0
Service Residence,1.0,1,1,650.0,Kuala Lumpur,1750.0,0,0,0,0,0,0
Service Residence,2.0,1,2,1012.0,Kuala Lumpur,3500.0,0,0,0,0,0,1
Condominium,3.0,1,2,850.0,Kuala Lumpur,2300.0,0,0,0,0,0,0
Service Residence,3.0,1,2,1221.0,Kuala Lumpur,3500.0,0,0,0,0,0,0
Condominium,3.0,2,2,950.0,Kuala Lumpur,1900.0,0,0,0,0,0,0
Condominium,2.0,1,2,998.0,Kuala Lumpur,1500.0,0,0,0,0,0,1
Condominium,3.0,2,2,988.0,Kuala Lumpur,1988.0,0,0,1,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1400.0,0,0,0,0,1,0
Condominium,3.0,2,2,958.0,Kuala Lumpur,1388.0,0,0,1,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1900.0,0,0,0,0,0,1
Condominium,3.0,1,2,1100.0,Kuala Lumpur,1550.0,1,0,0,0,0,0
Condominium,4.0,1,2,900.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Condominium,3.0,1,2,1040.0,Kuala Lumpur,1500.0,1,0,0,0,0,0
Flat,3.0,1,1,600.0,Kuala Lumpur,800.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1350.0,0,0,0,0,1,0
Condominium,3.0,1,2,1202.0,Kuala Lumpur,2199.0,0,0,0,0,0,0
Condominium,3.0,2,2,1003.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Condominium,2.0,1,2,706.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Service Residence,4.0,1,2,800.0,Kuala Lumpur,1500.0,0,0,0,0,1,0
Service Residence,3.0,1,2,865.0,Kuala Lumpur,3000.0,0,0,0,0,0,0
Condominium,3.0,2,2,1100.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Service Residence,3.0,1,2,1400.0,Kuala Lumpur,1800.0,1,0,0,0,0,0
Condominium,3.0,2,2,1100.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Condominium,2.0,1,1,600.0,Kuala Lumpur,1500.0,0,0,1,0,0,0
Apartment,1.0,1,1,563.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Service Residence,3.0,2,2,955.0,Kuala Lumpur,1699.0,0,0,0,0,0,0
Service Residence,3.0,2,2,920.0,Kuala Lumpur,2200.0,0,0,0,0,0,0
Condominium,3.0,1,2,1018.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Service Residence,3.0,2,3,918.0,Kuala Lumpur,2200.0,0,0,0,0,0,0
Condominium,3.0,1,2,830.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Apartment,1.0,1,1,466.0,Kuala Lumpur,1500.0,0,0,1,0,0,0
Apartment,3.0,1,2,954.0,Kuala Lumpur,1500.0,0,0,0,1,0,0
Condominium,2.0,1,2,900.0,Kuala Lumpur,1780.0,1,0,0,0,0,0
Service Residence,3.0,2,2,1200.0,Kuala Lumpur,1899.0,0,0,1,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Condominium,3.0,1,2,850.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1900.0,1,0,0,0,0,0
Condominium,3.0,1,2,1100.0,Kuala Lumpur,1300.0,1,0,0,0,0,0
Condominium,3.0,1,2,850.0,Kuala Lumpur,1000.0,0,0,0,0,1,0
Service Residence,3.0,2,3,928.0,Kuala Lumpur,1990.0,0,0,0,0,0,0
Condominium,3.0,1,2,1400.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Condominium,3.0,1,1,800.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Condominium,3.0,1,2,1600.0,Kuala Lumpur,2600.0,0,0,0,0,0,0
Service Residence,1.0,1,1,590.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Condominium,3.0,1,2,1100.0,Kuala Lumpur,1550.0,0,0,0,0,0,0
Service Residence,2.0,1,1,700.0,Kuala Lumpur,1750.0,0,0,0,0,0,0
Service Residence,2.0,1,2,1100.0,Kuala Lumpur,3700.0,0,0,0,0,0,0
Service Residence,2.0,1,1,650.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Apartment,3.0,2,2,850.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Service Residence,3.0,1,2,1001.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,900.0,0,0,0,0,0,0
Service Residence,3.0,1,2,850.0,Kuala Lumpur,1850.0,0,0,0,0,0,0
Service Residence,1.0,1,1,320.0,Kuala Lumpur,1780.0,0,0,0,0,0,0
Condominium,3.0,2,3,1023.0,Kuala Lumpur,1899.0,0,0,0,0,0,0
Flat,3.0,1,2,720.0,Kuala Lumpur,1300.0,0,1,0,0,0,0
Service Residence,3.0,2,2,958.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1100.0,0,0,0,0,1,0
Condominium,3.0,1,2,1000.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Condominium,3.0,1,2,800.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Condominium,4.0,2,3,1200.0,Kuala Lumpur,4000.0,0,0,0,0,0,0
Apartment,4.0,1,2,1400.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Apartment,3.0,1,2,720.0,Kuala Lumpur,900.0,0,1,0,0,0,0
Service Residence,3.0,1,2,980.0,Kuala Lumpur,1650.0,0,0,0,0,0,0
Condominium,3.0,1,2,1000.0,Kuala Lumpur,1300.0,0,0,0,0,0,1
Service Residence,1.0,1,1,600.0,Kuala Lumpur,2800.0,0,0,0,0,0,0
